source,target,similarity
Metformin,Ranitidine,0.872868717
Metformin,Ribavirin,0.869883239
Metformin,Leptin,0.866472423
Metformin,Amiodarone,0.860268474
Pyridoxine,Povidone,0.874375403
Pyridoxine,Cysteine,0.87331152
Pyridoxine,difference in Thiamine,0.86896807
Pyridoxine,Selenocysteine,0.868211925
Pyridoxine,Cysteamine or Lipoic acid,0.866710424
Fig,dATP,0.88670218
Fig,Peanut,0.886250496
Fig,Ginger,0.884695292
Fig,Pea,0.877072096
Fig,Clove,0.875066578
Pyrrolidine,Imidazole,0.892018676
Pyrrolidine,Dipyridamole,0.891448379
Pyrrolidine,Quinoline,0.884639025
Pyrrolidine,Uridine,0.876889348
Pyrrolidine,4-Methylimidazole,0.875613809
Bempedoic acid,Parthenolide,0.905707955
Bempedoic acid,Ellagic acid,0.902803659
Bempedoic acid,Gibberellic acid,0.900337517
Bempedoic acid,Zanubrutinib,0.895849764
Bempedoic acid,Pomotrelvir,0.892999589
Ezetimibe,Eculizumab,0.88914448
Ezetimibe,Olaparib,0.878795505
Ezetimibe,Ravulizumab,0.877256095
Ezetimibe,Vedolizumab,0.876600266
Ezetimibe,Pembrolizumab,0.876401246
of peripheral Oxygen,of various Oxygen,0.877419829
of peripheral Oxygen,effects of Iron,0.849299371
of peripheral Oxygen,Testosterone,0.84916091
of peripheral Oxygen,for the Oxygen,0.847691238
of peripheral Oxygen,composition of Egg,0.846808076
patient's lowest Oxygen,of peripheral Oxygen,0.845172167
patient's lowest Oxygen,in defining Heparin,0.811352015
patient's lowest Oxygen,the global Poultry,0.804234624
patient's lowest Oxygen,difference in Thiamine,0.803655207
patient's lowest Oxygen,Perampanel,0.802323937
Cobalamin,difference in Thiamine,0.888318896
Cobalamin,Coenzyme A,0.874658823
Cobalamin,Glutathione,0.872679472
Cobalamin,bilirubin and Iron,0.870349467
Cobalamin,Ascorbic acid,0.865212679
Eculizumab,Vedolizumab,0.965875208
Eculizumab,Tocilizumab,0.965111315
Eculizumab,Ravulizumab,0.95372045
Eculizumab,Pembrolizumab,0.952843666
Eculizumab,Bevacizumab,0.933999658
Ravulizumab,Vedolizumab,0.95588994
Ravulizumab,Eculizumab,0.95372045
Ravulizumab,Pembrolizumab,0.950323224
Ravulizumab,Tocilizumab,0.943553686
Ravulizumab,Sacituzumab govitecan,0.931675315
Sacituzumab govitecan,Tocilizumab,0.94057548
Sacituzumab govitecan,Bevacizumab,0.936833143
Sacituzumab govitecan,Vedolizumab,0.934794843
Sacituzumab govitecan,Ravulizumab,0.931675315
Sacituzumab govitecan,Eculizumab,0.9292593
Pembrolizumab,Vedolizumab,0.960178554
Pembrolizumab,Tocilizumab,0.956763446
Pembrolizumab,Eculizumab,0.952843666
Pembrolizumab,Ravulizumab,0.950323224
Pembrolizumab,Sacituzumab govitecan,0.929023862
Rogaratinib,Crizotinib,0.941414773
Rogaratinib,Ibrutinib,0.936695397
Rogaratinib,Axitinib,0.935054898
Rogaratinib,Ribociclib,0.932012498
Rogaratinib,Delgocitinib,0.926282763
Doxorubicin,Docetaxel,0.912772298
Doxorubicin,Carboplatin,0.902272642
Doxorubicin,Lobaplatin,0.898368001
Doxorubicin,Daunorubicin,0.898262501
Doxorubicin,prevention of Cisplatin,0.89821285
Enfortumab vedotin,Delgocitinib,0.916291475
Enfortumab vedotin,Rogaratinib,0.912916541
Enfortumab vedotin,Ibrutinib,0.912692249
Enfortumab vedotin,Axitinib,0.909700155
Enfortumab vedotin,Ivarmacitinib,0.909656167
Aminosalicylic acid,Salicylic acid,0.949241996
Aminosalicylic acid,Formic acid,0.902543068
Aminosalicylic acid,Maleic acid,0.89987886
Aminosalicylic acid,Aminobenzoic acid,0.899714112
Aminosalicylic acid,Sulfuric acid,0.898104191
Vedolizumab,Tocilizumab,0.968676567
Vedolizumab,Eculizumab,0.965875208
Vedolizumab,Pembrolizumab,0.960178554
Vedolizumab,Ravulizumab,0.95588994
Vedolizumab,Bevacizumab,0.935117424
Infliximab,Ravulizumab,0.877859414
Infliximab,Eculizumab,0.869849503
Infliximab,Vedolizumab,0.852729678
Infliximab,Pembrolizumab,0.851586103
Infliximab,Tocilizumab,0.844776213
Dextran,Maltodextrin,0.907823324
Dextran,Polysorbate 80,0.881733477
Dextran,Gelatin,0.854468286
Dextran,Methylcellulose,0.853483856
Dextran,Polyvinyl alcohol,0.841128588
Elobixibat,Topiroxostat,0.900321186
Elobixibat,Coumapho,0.882173538
Elobixibat,Zanubrutinib,0.880589724
Elobixibat,Perampanel,0.878655255
Elobixibat,Ponatinib,0.876921892
Ginsenoside Rg1,Ginsenoside,0.961875498
Ginsenoside Rg1,Glycyrrhiza glabra,0.87195164
Ginsenoside Rg1,Gingerol,0.864699602
Ginsenoside Rg1,Naringin,0.864610195
Ginsenoside Rg1,components of Garlic,0.863041699
Ginsenoside,Ginsenoside Rg1,0.961875498
Ginsenoside,Naringin,0.893753052
Ginsenoside,Gingerol,0.888685465
Ginsenoside,components of Garlic,0.876994431
Ginsenoside,Genipin,0.876011848
2'-Fucosyllactose,N-Acetylglucosamine,0.890987277
2'-Fucosyllactose,Galactose,0.881461024
2'-Fucosyllactose,Fructose,0.86945349
2'-Fucosyllactose,Glucosamine,0.866666079
2'-Fucosyllactose,Cysteamine or Lipoic acid,0.853054345
Acetylsalicylic acid,Aminosalicylic acid,0.896939754
Acetylsalicylic acid,Cysteamine or Lipoic acid,0.893618822
Acetylsalicylic acid,Salicylic acid,0.888146043
Acetylsalicylic acid,based on Lipoic acid,0.872419238
Acetylsalicylic acid,Aminobenzoic acid,0.869845152
highlight the Paclitaxel,Paclitaxel,0.963460088
highlight the Paclitaxel,response to Paclitaxel,0.953550816
highlight the Paclitaxel,of developing Cisplatin,0.914700627
highlight the Paclitaxel,prevention of Cisplatin,0.907004952
highlight the Paclitaxel,Lobaplatin,0.905930996
response to Paclitaxel,Paclitaxel,0.964272439
response to Paclitaxel,highlight the Paclitaxel,0.953550816
response to Paclitaxel,prevention of Cisplatin,0.902421534
response to Paclitaxel,of developing Cisplatin,0.890439689
response to Paclitaxel,Carboplatin,0.886535287
Adenosine,Guanosine,0.836883903
Adenosine,Pyridoxine,0.815610409
Adenosine,Norepinephrine,0.813450813
Adenosine,Choline,0.812734783
Adenosine,Inositol,0.81151104
Xanthine,Xylazine,0.919496834
Xanthine,Perampanel,0.913325667
Xanthine,Dapsone,0.904303133
Xanthine,Esketamine,0.90249908
Xanthine,Betaine,0.901800275
Guanosine,Uracil,0.878346384
Guanosine,Carnosine,0.876813948
Guanosine,Uridine,0.875581205
Guanosine,Lysine,0.866519988
Guanosine,Glycine,0.85630548
and the Nirmatrelvir,profile with Nirmatrelvir,0.948592305
and the Nirmatrelvir,Pomotrelvir,0.918301344
and the Nirmatrelvir,for the Tucatinib,0.914609373
and the Nirmatrelvir,Remimazolam,0.898087382
and the Nirmatrelvir,Levocarnitine,0.896036744
profile with Nirmatrelvir,and the Nirmatrelvir,0.948592305
profile with Nirmatrelvir,ratio of Tucatinib,0.895093441
profile with Nirmatrelvir,Pomotrelvir,0.892063141
profile with Nirmatrelvir,Dapagliflozin,0.884639859
profile with Nirmatrelvir,for the Tucatinib,0.88402766
ratio of Tucatinib,for the Tucatinib,0.961941838
ratio of Tucatinib,Axitinib,0.929122925
ratio of Tucatinib,Ponatinib,0.924477339
ratio of Tucatinib,Rogaratinib,0.919169128
ratio of Tucatinib,Ibrutinib,0.918907881
for the Tucatinib,ratio of Tucatinib,0.961941838
for the Tucatinib,Ponatinib,0.937593758
for the Tucatinib,Rogaratinib,0.917455316
for the Tucatinib,Ibrutinib,0.915751338
for the Tucatinib,Axitinib,0.914650321
Dicloxacillin,Ciprofloxacin,0.924075484
Dicloxacillin,Enrofloxacin,0.902184248
Dicloxacillin,Amoxicillin,0.901870131
Dicloxacillin,Diclofenac,0.900418758
Dicloxacillin,Clarithromycin,0.889529645
Dabigatran,Dapagliflozin,0.91278398
Dabigatran,Rivaroxaban,0.906995893
Dabigatran,Niraparib,0.905523419
Dabigatran,Eltrombopag,0.901013136
Dabigatran,Apixaban,0.899286449
Itraconazole,Fluconazole,0.940714955
Itraconazole,Miconazole,0.938438177
Itraconazole,Voriconazole,0.935987175
Itraconazole,Metronidazole,0.911854029
Itraconazole,Vancomycin,0.87471211
Rifampin,Vancomycin,0.922462881
Rifampin,Amoxicillin,0.918929458
Rifampin,Cefazolin,0.915237188
Rifampin,Colistin,0.898835242
Rifampin,Natamycin,0.897234023
Pomotrelvir,and the Nirmatrelvir,0.918301344
Pomotrelvir,Perampanel,0.917727709
Pomotrelvir,Topiroxostat,0.911271811
Pomotrelvir,Thiamphenicol,0.910489261
Pomotrelvir,Fenchone,0.908091247
"adjusted regression, Selenium",at low Selenium,0.877034664
"adjusted regression, Selenium",difference in Thiamine,0.87019515
"adjusted regression, Selenium",inhalation of Cadmium,0.856348813
"adjusted regression, Selenium",Selenium,0.856123567
"adjusted regression, Selenium","However, increasing Mannose",0.852019429
at low Selenium,Selenium,0.933693826
at low Selenium,than low-mineral Water,0.895751476
at low Selenium,Selenocysteine,0.893174469
at low Selenium,difference in Thiamine,0.882665753
at low Selenium,Cadmium,0.877508402
Bean,Rice,0.981994152
Bean,Potato,0.974025488
Bean,Wheat,0.972507298
Bean,Banana,0.969464302
Bean,Apple,0.969338775
Benzimidazole,Imidazole,0.949387908
Benzimidazole,4-Methylimidazole,0.928476393
Benzimidazole,Carbendazim,0.918819904
Benzimidazole,Carbazole,0.913566887
Benzimidazole,Remimazolam,0.885966301
Enrofloxacin,Ciprofloxacin,0.955920637
Enrofloxacin,Dicloxacillin,0.902184248
Enrofloxacin,Clarithromycin,0.876457453
Enrofloxacin,Diclofenac,0.862997651
Enrofloxacin,Vancomycin,0.855771542
Fulvestrant,Repotrectinib,0.885307133
Fulvestrant,Ponatinib,0.876561344
Fulvestrant,and the Nirmatrelvir,0.871334016
Fulvestrant,Azaperone,0.870942295
Fulvestrant,Ibrutinib,0.869862378
PIK3CA,Coumapho,0.865497589
PIK3CA,Esketamine,0.864931703
PIK3CA,Thiram,0.863692105
PIK3CA,"step, the Terpineol",0.860806167
PIK3CA,Tezacaftor,0.859281301
Palbociclib,Ivarmacitinib,0.923051119
Palbociclib,Delgocitinib,0.921275496
Palbociclib,Ibrutinib,0.917089283
Palbociclib,Ribociclib,0.915636063
Palbociclib,Pembrolizumab,0.903295517
Ribociclib,Rogaratinib,0.932012498
Ribociclib,Ibrutinib,0.919913709
Ribociclib,Crizotinib,0.916630924
Ribociclib,Palbociclib,0.915636063
Ribociclib,for the Tucatinib,0.911408126
Goserelin,Genipin,0.890129268
Goserelin,Granisetron,0.884432733
Goserelin,Esketamine,0.881249309
Goserelin,Fisetin,0.878114343
Goserelin,Argatroban,0.877493083
GDC-0152,of 35S:GmCOL1a Soybean,0.868673623
GDC-0152,Bempedoic acid,0.857777774
GDC-0152,B2) and Daidzin,0.856844902
GDC-0152,AIV in Poultry,0.855765164
GDC-0152,Gibberellic acid,0.852633417
Dipyridamole,Imidazole,0.91565007
Dipyridamole,4-Methylimidazole,0.903364301
Dipyridamole,Pyrrolidine,0.891448379
Dipyridamole,Carbazole,0.88135457
Dipyridamole,Benzimidazole,0.879705429
Lapachone,Dapsone,0.904993415
Lapachone,Coumapho,0.903553843
Lapachone,Genipin,0.898587763
Lapachone,Esketamine,0.896791339
Lapachone,Xylazine,0.895829856
Famotidine,Ranitidine,0.921659112
Famotidine,Sertraline,0.895860076
Famotidine,Levocarnitine,0.883695841
Famotidine,Remifentanil,0.878472447
Famotidine,Ranolazine,0.876318216
of the Dopamine,in the Dopamine,0.980200291
of the Dopamine,Dopamine,0.955449939
of the Dopamine,Serotonin,0.891885638
of the Dopamine,catabolism of Norepinephrine,0.869952798
of the Dopamine,effects of Etorphine,0.866318643
in the Dopamine,of the Dopamine,0.980200291
in the Dopamine,Dopamine,0.960185468
in the Dopamine,Serotonin,0.89253509
in the Dopamine,effects of Etorphine,0.868997276
in the Dopamine,catabolism of Norepinephrine,0.865012825
Deoxycholic acid,Cysteamine or Lipoic acid,0.883875012
Deoxycholic acid,Tocopherol,0.871230841
Deoxycholic acid,based on Lipoic acid,0.86608547
Deoxycholic acid,Fenchone,0.86353302
Deoxycholic acid,Choline,0.863146365
Ginger,Peanut,0.931242406
Ginger,Almond,0.929767728
Ginger,Gingerol,0.927752078
Ginger,Clove,0.923705995
Ginger,Genipin,0.920783997
Gingerol,Ginger,0.927752078
Gingerol,Berberine,0.915378451
Gingerol,components of Garlic,0.910324395
Gingerol,Genipin,0.907390654
Gingerol,Pomegranate,0.907320082
Paroxetine,Fluoxetine,0.964450777
Paroxetine,Clozapine,0.881118476
Paroxetine,Olanzapine,0.877099037
Paroxetine,Ropinirole,0.861552954
Paroxetine,Levetiracetam,0.858931184
Tryptophan into Indole,indolepyruvate and Indole,0.92128998
Tryptophan into Indole,Tryptophan,0.91442579
Tryptophan into Indole,to catabolizing Tryptophan,0.907880783
Tryptophan into Indole,concentration; and Tryptophan,0.892620206
Tryptophan into Indole,Phenylalanine,0.873187542
indolepyruvate and Indole,Tryptophan into Indole,0.92128998
indolepyruvate and Indole,of an Inositol,0.868819475
indolepyruvate and Indole,4-Methylimidazole,0.867292047
indolepyruvate and Indole,"3-hydroxycarbofuran, deethyl Atrazine",0.859892368
indolepyruvate and Indole,Indole,0.855581641
Glucosamine,Galactose,0.91172564
Glucosamine,N-Acetylglucosamine,0.892314076
Glucosamine,Fructose,0.888114512
Glucosamine,Glycine,0.869113505
Glucosamine,2'-Fucosyllactose,0.866666079
and industrial Water,the lake Water,0.91707623
and industrial Water,Poultry,0.86644125
and industrial Water,than low-mineral Water,0.865443587
and industrial Water,Ammonia,0.865331292
and industrial Water,Chlorine,0.863208711
the lake Water,and industrial Water,0.91707623
the lake Water,Ammonia,0.877728105
the lake Water,h of Water,0.877534091
the lake Water,composition of Egg,0.871982336
the lake Water,the global Poultry,0.868672848
demonstrate that Yeast,in the Yeast,0.881686389
demonstrate that Yeast,Peanut,0.866882086
demonstrate that Yeast,characteristics of Egg,0.855694771
demonstrate that Yeast,Oyster,0.854422331
demonstrate that Yeast,that are Iron,0.8521806
in the Yeast,functions in Wheat,0.91156435
in the Yeast,Strawberry,0.89497304
in the Yeast,Peanut,0.889487743
in the Yeast,demonstrate that Yeast,0.881686389
in the Yeast,Pea,0.880422533
Glycine,Lysine,0.92421484
Glycine,Valine,0.919211626
Glycine,Alanine,0.916385531
Glycine,Proline,0.914045155
Glycine,Amino acids,0.909367204
chondrocytes in Fibrin,in a Fibrin,0.897561431
chondrocytes in Fibrin,Fibrin,0.887077272
chondrocytes in Fibrin,Hyaluronidase,0.864662886
chondrocytes in Fibrin,Recombinant human Thrombopoietin,0.860806227
chondrocytes in Fibrin,Plasminogen,0.841620207
in a Fibrin,Fibrin,0.935800135
in a Fibrin,chondrocytes in Fibrin,0.897561431
in a Fibrin,Gelatin,0.881318927
in a Fibrin,in defining Heparin,0.878686905
in a Fibrin,Thrombin,0.869512081
Cefazolin,Vancomycin,0.919077158
Cefazolin,Rifampin,0.915237188
Cefazolin,Amoxicillin,0.912781835
Cefazolin,Colistin,0.904038668
Cefazolin,Meropenem,0.893055081
Cenobamate,Perampanel,0.907108068
Cenobamate,Minocycline,0.904944181
Cenobamate,Thiamphenicol,0.904444754
Cenobamate,Pomotrelvir,0.902102709
Cenobamate,in recognizing Florfenicol,0.896973252
Botrytis cinerea,Fusarium oxysporum,0.912817359
Botrytis cinerea,Fusarium graminearum,0.878493428
Botrytis cinerea,Bacillus cereus,0.876480222
Botrytis cinerea,Psilocybin,0.873582006
Botrytis cinerea,AIV in Poultry,0.864682317
Erythromycin,Clarithromycin,0.918623686
Erythromycin,Vancomycin,0.910492182
Erythromycin,Natamycin,0.894869864
Erythromycin,Polymyxin B,0.89245671
Erythromycin,Tobramycin,0.886771679
Astaxanthin,Xanthine,0.900268555
Astaxanthin,Sakuranetin,0.891810536
Astaxanthin,Coumapho,0.88573575
Astaxanthin,Topiroxostat,0.884447932
Astaxanthin,Bempedoic acid,0.883071721
Maltodextrin,Dextran,0.907823324
Maltodextrin,Polysorbate 80,0.860560358
Maltodextrin,Methylcellulose,0.853466213
Maltodextrin,Carboxymethylcellulose,0.845207632
Maltodextrin,based on Lipoic acid,0.843744814
Phenylalanine,Valine,0.917709708
Phenylalanine,Alanine,0.914663851
Phenylalanine,Methionine,0.903130054
Phenylalanine,Cysteine,0.896009207
Phenylalanine,Asparagine,0.894101918
4-hydroxybenzoic acid,"3-hydroxycarbofuran, deethyl Atrazine",0.939515829
4-hydroxybenzoic acid,4-Nitrocatechol,0.926982462
4-hydroxybenzoic acid,5-Hydroxymethylfurfural,0.925675392
4-hydroxybenzoic acid,Aminobenzoic acid,0.915505886
4-hydroxybenzoic acid,4-Methylimidazole,0.913140893
HS the Calcium,"However, increasing Mannose",0.876129389
HS the Calcium,"step, the Terpineol",0.870944083
HS the Calcium,in the Yeast,0.860362053
HS the Calcium,with four Potassium,0.856479347
HS the Calcium,"flora, the Daidzin",0.854434013
the cytoplasmic Calcium,Cytochrome C,0.832351208
the cytoplasmic Calcium,of cation-independent Mannose,0.815586925
the cytoplasmic Calcium,of an Inositol,0.814109087
the cytoplasmic Calcium,HS the Calcium,0.810013473
the cytoplasmic Calcium,in the Dopamine,0.80705148
concentration; and Tryptophan,Tryptophan,0.91137141
concentration; and Tryptophan,to catabolizing Tryptophan,0.905587375
concentration; and Tryptophan,Tryptophan into Indole,0.892620206
concentration; and Tryptophan,Methionine,0.868902683
concentration; and Tryptophan,difference in Thiamine,0.866027355
to catabolizing Tryptophan,Tryptophan into Indole,0.907880783
to catabolizing Tryptophan,concentration; and Tryptophan,0.905587375
to catabolizing Tryptophan,catabolism of Norepinephrine,0.901745498
to catabolizing Tryptophan,Tryptophan,0.886478305
to catabolizing Tryptophan,Methionine,0.862902939
Apple,Rice,0.973965764
Apple,Banana,0.973110914
Apple,Bean,0.969338775
Apple,Coconut,0.967739105
Apple,Potato,0.966451466
inhalation of Cadmium,Cadmium,0.879876733
inhalation of Cadmium,of urinary Iodine,0.872698843
inhalation of Cadmium,arsenic + Chromium,0.872393727
inhalation of Cadmium,interaction between Florfenicol,0.866417706
inhalation of Cadmium,of developing Cisplatin,0.864603639
ratio in Soybean,Soybean,0.947602808
ratio in Soybean,content in Pea,0.913414598
ratio in Soybean,contents in Pea,0.908509016
ratio in Soybean,of 35S:GmCOL1a Soybean,0.903229356
ratio in Soybean,Sorghum,0.887910545
of 35S:GmCOL1a Soybean,ratio in Soybean,0.903229356
of 35S:GmCOL1a Soybean,GDC-0152,0.868673623
of 35S:GmCOL1a Soybean,Soybean,0.867801547
of 35S:GmCOL1a Soybean,B2) and Daidzin,0.863762319
of 35S:GmCOL1a Soybean,AIV in Poultry,0.857710123
Tomato,Potato,0.973839045
Tomato,Wheat,0.963937283
Tomato,Grape,0.956523061
Tomato,Banana,0.95388943
Tomato,Bean,0.953237534
Corn,Rice,0.973086536
Corn,Bean,0.967912316
Corn,Banana,0.96499598
Corn,Apple,0.962899685
Corn,Coconut,0.961877823
Taurine,Theanine,0.92260927
Taurine,Urea,0.905788541
Taurine,Serine,0.903711438
Taurine,Antimony,0.901897311
Taurine,Proline,0.898504376
Uracil,Uridine,0.909757793
Uracil,Guanosine,0.878346384
Uracil,Bicalutamide,0.854410172
Uracil,of developing Cisplatin,0.854348183
Uracil,Tacrolimu,0.853970289
in relative Water,to final Ethanol,0.883943439
in relative Water,of various Oxygen,0.880404115
in relative Water,Ammonia,0.880325854
in relative Water,than low-mineral Water,0.879318833
in relative Water,million) for Ammonia,0.876720428
Carvedilol,Losartan,0.914240479
Carvedilol,Nifedipine,0.882832587
Carvedilol,Ondansetron,0.864985943
Carvedilol,Dapagliflozin,0.857876897
Carvedilol,Ranolazine,0.853772998
effects of Iron,to access Iron,0.897174478
effects of Iron,sources including Iron,0.893487811
effects of Iron,Cadmium,0.886158943
effects of Iron,driven by Iron,0.885794938
effects of Iron,"Regarding interactions, Wheat",0.884492576
sources including Iron,sources of Iodine,0.899692476
sources including Iron,effects of Iron,0.893487811
sources including Iron,to access Iron,0.878130972
sources including Iron,sequestering of Iron,0.875668883
sources including Iron,driven by Iron,0.874827743
Chlorophyll A,Chlorophyll B,0.997715116
Chlorophyll A,Cytochrome C,0.854946494
Chlorophyll A,content in Pea,0.829320133
Chlorophyll A,Rhodamine 6G,0.816640854
Chlorophyll A,ratio in Soybean,0.815331459
Triclosan,Citric acid,0.897147596
Triclosan,Tezacaftor,0.896186233
Triclosan,Perampanel,0.894887269
Triclosan,Thiram,0.894309878
Triclosan,Trehalose,0.89356482
Pineapple,Peach,0.902057827
Pineapple,Sorghum,0.899920702
Pineapple,Barley,0.895579159
Pineapple,Pea,0.890536368
Pineapple,Genipin,0.889057338
Chlorophyll B,Chlorophyll A,0.997715116
Chlorophyll B,Cytochrome C,0.862590909
Chlorophyll B,content in Pea,0.825355053
Chlorophyll B,Rhodamine 6G,0.816478074
Chlorophyll B,concentration; and Tryptophan,0.812234282
Beet,Strawberry,0.923048556
Beet,Almond,0.915907204
Beet,Peach,0.914847016
Beet,Oat,0.905640304
Beet,Barley,0.904355347
Gibberellic acid,Ellagic acid,0.901087105
Gibberellic acid,Bempedoic acid,0.900337517
Gibberellic acid,Glycyrrhiza glabra,0.888133407
Gibberellic acid,Ferulic acid,0.88408488
Gibberellic acid,Genipin,0.883977652
Heparin,in defining Heparin,0.925708771
Heparin,reports of Heparin,0.92305249
Heparin,Thrombin,0.89510572
Heparin,Plasminogen,0.889903188
Heparin,Amiodarone,0.887182713
Methotrexate,dose of Methotrexate,0.966971099
Methotrexate,day before Methotrexate,0.953372777
Methotrexate,Irinotecan,0.885677278
Methotrexate,Carboplatin,0.883198619
Methotrexate,Daunorubicin,0.879502177
Methylene blue,Prussian blue,0.90363431
Methylene blue,Piperonyl butoxide,0.892570853
Methylene blue,Benzoic acid,0.885008574
Methylene blue,Methoxsalen,0.882718086
Methylene blue,Fenchone,0.878445506
Eosin,Oyster,0.86139828
Eosin,Opium,0.859348416
Eosin,Iodine,0.855520964
Eosin,characteristics of Egg,0.852347851
Eosin,Esketamine,0.85138166
Sofosbuvir,Ponatinib,0.88572228
Sofosbuvir,Ritonavir,0.882669926
Sofosbuvir,Ivacaftor,0.879471779
Sofosbuvir,Dapagliflozin,0.877310574
Sofosbuvir,Ibrutinib,0.876482546
Ribavirin,Ritonavir,0.902567506
Ribavirin,that include Tenofovir,0.895540237
Ribavirin,co-administered with Tenofovir,0.87758863
Ribavirin,Rifampin,0.875144005
Ribavirin,Metformin,0.869883239
Safflower,Sorghum,0.866392493
Safflower,Pomegranate,0.864618301
Safflower,Sakuranetin,0.864161849
Safflower,Watercres,0.863884985
Safflower,Soybean,0.863853991
Apixaban,Rivaroxaban,0.938942194
Apixaban,Argatroban,0.920269132
Apixaban,Ivacaftor,0.908400476
Apixaban,Axitinib,0.905397475
Apixaban,Ponatinib,0.900689602
dATP,Dapsone,0.92403084
dATP,ATP,0.909726262
dATP,Daidzin,0.902238846
dATP,Thiram,0.900003076
dATP,Carob,0.898482203
Mometasone,Albuterol,0.858252525
Mometasone,Ondansetron,0.858080089
Mometasone,Granisetron,0.85706687
Mometasone,Dexamethasone,0.857047737
Mometasone,Melatonin,0.849074841
Ranitidine,Ranolazine,0.950226963
Ranitidine,Famotidine,0.921659112
Ranitidine,Sertraline,0.900900006
Ranitidine,Levocarnitine,0.900364101
Ranitidine,Amiodarone,0.894687951
Valine,Alanine,0.954007983
Valine,Leucine,0.928804159
Valine,Aspartic acid,0.922503173
Valine,Lysine,0.920120776
Valine,Glycine,0.919211626
Carbapenem,Avibactam,0.907265544
Carbapenem,Cefazolin,0.891421199
Carbapenem,Vancomycin,0.886992335
Carbapenem,Meropenem,0.878581524
Carbapenem,Colistin,0.86779654
Meropenem,Colistin,0.895742416
Meropenem,Vancomycin,0.8943187
Meropenem,Cefazolin,0.893055081
Meropenem,Linezolid,0.887491763
Meropenem,Avibactam,0.882928729
Ropinirole,Brivaracetam,0.882504821
Ropinirole,Sertraline,0.881221652
Ropinirole,Rivaroxaban,0.880741596
Ropinirole,Levocarnitine,0.876911163
Ropinirole,Dapagliflozin,0.876502395
Methylprednisolone,Dexamethasone,0.844767451
Methylprednisolone,Cyclosporine,0.831534505
Methylprednisolone,dose of Methotrexate,0.829849839
Methylprednisolone,Triamcinolone,0.827364206
Methylprednisolone,Methotrexate,0.82376349
Sildenafil,Nifedipine,0.873320758
Sildenafil,Ondansetron,0.868909359
Sildenafil,Dapagliflozin,0.864492774
Sildenafil,which PF Latanoprost,0.848941505
Sildenafil,Albuterol,0.848318577
of an Inositol,Inositol,0.95551765
of an Inositol,of an Iodine,0.876660168
of an Inositol,of cation-independent Mannose,0.87016654
of an Inositol,Sorbitol,0.869238079
of an Inositol,indolepyruvate and Indole,0.868819475
Sulfadiazine,Thiamphenicol,0.910101891
Sulfadiazine,Imidazole,0.900993526
Sulfadiazine,Methoxsalen,0.898882627
Sulfadiazine,Carbendazim,0.897052944
Sulfadiazine,Carbazole,0.896384656
Rivaroxaban,Apixaban,0.938942194
Rivaroxaban,Dabigatran,0.906995893
Rivaroxaban,Dapagliflozin,0.903151393
Rivaroxaban,Eltrombopag,0.902723491
Rivaroxaban,Ivacaftor,0.898659468
Argatroban,Apixaban,0.920269132
Argatroban,Granisetron,0.893301129
Argatroban,Rivaroxaban,0.893217683
Argatroban,Cenobamate,0.889895678
Argatroban,Ranolazine,0.889606953
Topiramate,Thiram,0.923044086
Topiramate,Esketamine,0.891951799
Topiramate,Perampanel,0.887812376
Topiramate,Topiroxostat,0.883576095
Topiramate,Azaperone,0.882970631
Perampanel,Pomotrelvir,0.917727709
Perampanel,Ponatinib,0.915951252
Perampanel,Thiram,0.915130973
Perampanel,Xanthine,0.913325667
Perampanel,Tezacaftor,0.912766457
Theanine,Taurine,0.92260927
Theanine,Alanine,0.910368025
Theanine,Esketamine,0.906849146
Theanine,Silanol,0.904416859
Theanine,Aniline,0.898374081
Sertraline,Ranolazine,0.905989289
Sertraline,Ranitidine,0.900900006
Sertraline,Granisetron,0.896039844
Sertraline,Famotidine,0.895860076
Sertraline,Levocarnitine,0.894603193
Raphanus sativus,Pineapple,0.843418479
Raphanus sativus,Mangostin,0.834071159
Raphanus sativus,Curcumin,0.832993686
Raphanus sativus,Gibberellic acid,0.828628123
Raphanus sativus,Glycyrrhiza glabra,0.828628123
Spironolactone,Ergosterol,0.886988223
Spironolactone,metabolites of Daidzin,0.883012772
Spironolactone,Cysteamine or Lipoic acid,0.880896926
Spironolactone,Levocarnitine,0.880205452
Spironolactone,Bempedoic acid,0.878147244
find elevated Norepinephrine,catabolism of Norepinephrine,0.925281703
find elevated Norepinephrine,Norepinephrine,0.921332836
find elevated Norepinephrine,reduction than Glucagon,0.86840421
find elevated Norepinephrine,before epidural Morphine,0.861337781
find elevated Norepinephrine,in the Dopamine,0.860704422
catabolism of Norepinephrine,find elevated Norepinephrine,0.925281703
catabolism of Norepinephrine,Norepinephrine,0.920709848
catabolism of Norepinephrine,to catabolizing Tryptophan,0.901745498
catabolism of Norepinephrine,of the Dopamine,0.869952798
catabolism of Norepinephrine,in the Dopamine,0.865012825
Isopropyl alcohol,Piperonyl butoxide,0.899500191
Isopropyl alcohol,Polyvinyl alcohol,0.895705819
Isopropyl alcohol,Chloroform,0.888926029
Isopropyl alcohol,Tetramethylammonium,0.881205082
Isopropyl alcohol,Formic acid,0.880159855
Chlorhexidine,interaction between Florfenicol,0.86497438
Chlorhexidine,Chloramphenicol,0.864692748
Chlorhexidine,Hypochlorous acid,0.86185652
Chlorhexidine,Chlortetracycline,0.858572841
